,text,emotion
723,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,Joy
724,i feel numb right now i thought i was feeling angry but now i dont know i dont feel anything should i be sad should i be happy or angry i dont know how to feel anymore,Sadness
725,i just feel so discontent about my life these days,Sadness
726,im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,Anger
727,i feel truly impatient that this is taking so long,Anger
728,i want to say how i want to feel just come out so bitter and angry,Anger
729,i know what it feels like to face irate customers,Anger
730,i have always had people in my life who have gone out of their way to put me down trip me up or make me feel as if i were completely moronic or not worthy enough,Sadness
731,im feeling fine,Joy
732,i prep myself for another sleepless night i can t help but feel ashamed of myself for feeling this way,Sadness
733,im feeling quite pleased this week,Joy
734,i still feel shaky is because in the worst hit areas the damage and destruction is so complete,Fear
735,i wouldn t throw it in the ocean but i don t feel i would have missed something in my career if i don t win an oscar,Sadness
736,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,Joy
737,im not used to feeling the dependency or the neediness for being needy is not me or at least wasnt prior to recently,Sadness
738,i am feeling hopeful and looking forward once again,Joy
739,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,Surprise
740,i feel uncertain and uneasy,Fear
741,i feel so comfortable around him,Joy
742,i feel privileged having the opportunity to be a part of it all,Joy
743,i feel nervous about going back to america not knowing what to expect the transition to be like,Fear
744,i started to feel kind of skeptical about this myself,Fear
745,i love this little boy and sometimes i feel how inadequate i am as a parent to him,Sadness
746,i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,Sadness
747,i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,Anger
748,i feel sad and discouraged,Sadness
749,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,Love
750,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,Joy
751,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,Surprise
752,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,Joy
753,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,Surprise
754,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,Joy
755,im feeling agitated and pour more brandy on my coffee,Fear
756,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,Joy
757,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,Joy
758,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,Joy
759,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,Joy
760,i feel like i shouldn t be that amazed with a degree in biology i was blown away,Surprise
761,is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,Love
762,i feel very unhappy and incomplete,Sadness
763,i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,Love
764,i feel that something wonderful is going to happen,Joy
765,i feel rejected and unwanted,Sadness
766,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,Joy
767,i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,Joy
768,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,Sadness
769,i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,Joy
770,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,Joy
771,i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,Joy
772,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,Joy
773,i sense this is wat has let you feeling unsure,Fear
774,i am feeling very apprehensive about the future at the moment,Fear
775,i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone,Fear
776,i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,Fear
777,i sometimes feel resentful that this has come into our lives at this time,Anger
778,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,Love
779,i sometimes feel disheartened when i realise just how far from my own culture i am,Sadness
780,im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,Joy
781,i feel very popular and also a little pressure to keep it up which is exactly what i need,Joy
782,i feel hopeless and out of control,Sadness
783,i feel horrible that i had to cancel on one of my best guy friends but the trip was stressing me out because my babysitting hours got cut and i couldn t afford it,Sadness
784,i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,Sadness
785,i dont feel inhibited and i can work out my problems,Sadness
786,i took a chance and kept crying in hopes she might feel benevolent,Joy
787,i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,Sadness
788,im feeling melancholy with all the back to school stuff today,Sadness
789,i begin to have these doubts my stomach clenches my heart races and i feel fearful,Fear
790,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,Joy
791,i feel like i have been really cranky at school these days,Anger
792,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,Joy
793,i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,Joy
794,i walia feels suspicious about tarun and bani,Fear
795,i do not feel like i am hostile toward others just that i fail to be nice to them,Anger
796,i feel glad to have my little blog to share with you the dangers i see on the path ahead,Joy
797,i wake up feeling cranky and out of sorts,Anger
798,i say that i feel like im being tortured by him,Anger
799,i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,Anger
800,im feeling a bit cranky today,Anger
801,i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,Anger
802,i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,Joy
803,i had then these were truly terrifying and still feel shaken and uneasy because of them,Fear
804,i begin to feel burdened by things amp long to be empty again,Sadness
805,i write on this space i feel quite nostalgic and my mind races back to the good old days when i used this as a daily haven to park my learnings and memories,Love
806,i feel so numb f,Sadness
807,i sit here tonight i m pensive tense and feeling a little fearful,Fear
808,i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,Love
809,i feel more joy and anticipation of all that is my divine right,Joy
810,i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,Surprise
811,i feel thrilled to be able to investigate my own personal mythology around this subject,Joy
812,i feel creative right now and it makes me happy,Joy
813,i could wear on a casual shopping trip to feel fabulous without even trying,Joy
814,i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,Joy
815,i am limiting myself to what i can reasonably do without causing greater injury but i have to do some sort of physical exercise or i start to feel horrible about myself,Sadness
816,i would always feel amazed at how impacted these and year olds were by this subject,Surprise
817,i feel so lucky to live in portland land of delicious food,Joy
818,i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,Anger
819,i didnt feel the cold up there because we had a fire every night,Anger
820,im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,Anger
821,i folk if im feeling sociable,Joy
822,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,Joy
823,i started to feel discouraged at the thought of being there more than one day,Sadness
824,i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,Love
825,im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,Sadness
826,i feel like ive been in a more innocent version of a one night stand,Joy
827,i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,Anger
828,i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,Anger
829,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,Anger
830,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,Fear
831,i feel like ive got a handle on trusting my instincts,Joy
832,i feel so complacent and start thinking that i am so smart,Joy
833,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,Fear
834,i feel if journalists then blamed me,Sadness
835,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,Surprise
836,i put my leg around yours and wrap my arms under yours for me to feel safe again,Joy
837,i feel more loyal to lucy,Love
838,i feel like im not pretty enough like my personality is too boring and obnoxious,Sadness
839,i am so relieved and excited and i feel confident again,Joy
840,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,Joy
841,i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,Sadness
842,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,Sadness
843,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,Sadness
844,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,Anger
845,i feel more clever,Joy
846,i was feeling remorseful about my breakfast and so i took a diet pill,Sadness
847,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,Sadness
848,i do not know what my next steps are but i no longer feel lost,Sadness
849,i have been feeling awful,Sadness
850,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,Joy
851,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,Surprise
852,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,Joy
853,i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,Anger
854,im known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,Love
855,i feel really tranquil where i am right now,Joy
856,i feel impatient yet i am not fully sure what i am searching for,Anger
857,i was on my own tearful and feeling unloved even though i know that i am,Sadness
858,i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,Joy
859,i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,Anger
860,i was starting to feel a little stressed,Sadness
861,i have to admit i am feeling a bit intimidated by the challenge of,Fear
862,i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,Fear
863,i feel ashamed to have not read it yet,Sadness
864,i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,Sadness
865,i woke up on a beautiful sunday morning feeling restless and miserable,Fear
866,i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,Sadness
867,i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,Love
868,i couldn t turn my head away even when i feel frightened,Fear
869,i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,Joy
870,i feel fine e terminando com eight days a week um ano depois,Joy
871,i feel the most uncertain about the project,Fear
872,i feel vital full of energy every day and super positive,Joy
873,i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,Anger
874,i mean how would you feel if euan got hauled in for murder but you knew he was innocent,Joy
875,i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,Joy
876,i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,Anger
877,i don t feel that talented at impacting how things end up at the moment,Joy
878,i find myself feeling happy more and more and it feels so very good,Joy
879,i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,Love
880,im feeling particularly dangerous a chocolate cookie,Anger
881,im feeling ok and always has a hand on me or sits very close,Joy
882,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,Joy
883,i feel like an innocent victim i feel that i just can t win,Joy
884,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,Anger
885,i feel they are sincere in wanting to resolve these grievances,Joy
886,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,Love
887,i feel apprehensive about the ride ahead,Fear
888,i feel bothered,Anger
889,i feel a hint of my beloved art nouveau era in this bracelet,Love
890,i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience,Sadness
891,i do not feel insecure or unsafe,Fear
892,i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,Sadness
893,i guess while i can understand their concern i can t help but feel a little rejected,Sadness
894,i laced my shoes and pounded out those feelings on the hot black pavement before me,Love
895,i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place,Joy
896,i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,Fear
897,i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,Love
898,i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,Joy
899,i love everything that were learning about and feel really passionate about design,Joy
900,i feel my brain damaged are getting worst for dis moment,Sadness
901,im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,Joy
902,the funeral of a friend who was killed in a car accident she was of my own age,Sadness
903,i feel fearful of being near them,Fear
904,i was wondering why i was feeling so ecstatic,Joy
905,i out of all people really dont have many proplems talking about how i feel that being said i am in love so after all i have bitched about the last months was in vain,Sadness
906,i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,Love
907,i cant imagine the agony those folks feel waiting for news about their own sentimental things,Sadness
908,i feel that will make you even more caring,Love
909,i feel all messy,Sadness
910,i do this i feel lethargic uninspired and the next morning have a go at myself,Sadness
911,i feel just insulted,Anger
912,i feel we need a little romantic boost in the relationship,Love
913,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,Anger
914,i use an elevated lexicon to feel more intelligent,Joy
915,i feel wronged by the world,Anger
916,i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,Sadness
917,i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,Sadness
918,i will write anything if i feel passionate about it or at the very least if it genuinely interests me,Joy
919,i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,Joy
920,i feel agitated and empty and missing something,Anger
921,i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,Sadness
922,i still feel a little dazed and high which is alarming since its been hours or so,Surprise
923,i would feel joyful,Joy
924,i feel like i was there to feed them food touch love caring and compassion,Love
925,i feel so terribly that i have ignored her sweet email up until now,Sadness
926,i am feeling deeply offended big hurt feelings in fact,Anger
927,i do not feel overwhelmed nor rushed,Fear
928,i feel the most romantic of all is when i finally finish my blog post,Love
929,i kinda did steal joshua s customer i feel amused,Joy
930,i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,Joy
931,i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,Anger
932,i don t feel successful if that makes sense,Joy
933,im feeling low and forgotten,Sadness
934,i feel like my life is practically perfect in every way right now and i am every so happy,Joy
935,i just feel like if i don t suffer to produce something then it s not worthwhile,Joy
936,i was feeling creative i see you alternate version of me,Joy
937,i am feeling a bit nostalgic today,Love
938,i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,Joy
939,i feel like i m that dirty trash bin on the streets that nobody really sought,Sadness
940,i make new friends in the process i dont feel too slutty lol,Love
941,i feel a bit reluctant to turn to other people,Fear
942,i wake up and i feel absolutely worthless,Sadness
943,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,Joy
944,i feel its gonna start aching again when the rainy season comes again next year,Sadness
945,i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,Anger
946,i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,Joy
947,i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,Joy
948,i read in one horrific sitting made me feel ashamed of the world we live in,Sadness
949,i could feel his sweet spirit and i was happy to be helping him,Joy
950,i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,Love
951,id feel better,Joy
952,i watch hgtv and i feel like im not that talented,Joy
953,i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,Joy
954,i feel like offended with such question,Anger
955,i probably love a handful of friends too but i always feel a bit strange when describing this as love,Fear
956,i feel hated and not wanted but just be an ignored,Sadness
957,i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,Joy
958,i wonder are you jealous or feeling of discontent or covetousnes,Sadness
959,i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,Sadness
960,i will put my hand on his scar covered chest and feel that half of a heart beating oh its in there beating and feel the sweet rhythm and remind him that we are not alone,Love
961,i guess im just feeling a little rebellious,Anger
962,i feel very resolved yet somehow very depressed,Joy
963,i do feel tender,Love
964,im feeling a little stressed over it already,Sadness
965,i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,Joy
966,i am feeling a bit strange never felt that ever but should i really stop writing blogs now,Fear
967,i a href http feeling groggy,Sadness
968,ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,Joy
969,i feel this book explains things well and is easy to use,Joy
970,i feel resigned to what i have brought myself to and docile,Sadness
971,i still feel so alone i just cant give you anything for you to call your own and i can feel you breathing and its keeping me awake can you feel it beating,Sadness
972,i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,Love
973,i feel pretty jolly,Joy
974,i read cases of sons ignoring their old and helpless parents i feel very unhappy and sad,Sadness
975,i feel humiliated by what my body can t do but when my husband makes advances towards me it reminds me that despite all that ra tries to take from my life he still finds me not only sexually attractive but beautiful,Sadness
976,i feel kind of alone and helpless in,Sadness
977,i feel totally ignored and excluded,Sadness
978,im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,Anger
979,i wish i could say hey you know if i died tomorrow i wouldnt feel cheated on life or regretful that i didnt accomplish something,Sadness
980,i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,Joy
981,i go home i feel so empty,Sadness
982,i have something to tell you girls i finally feel brave enough to share the news,Joy
983,i feel defeated like a lion s prey,Sadness
984,i like him for who he is or i just like the feeling to be liked,Love
985,i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,Anger
986,i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,Joy
987,i don t know why it is that i feel awkwardly hesitant to return to melbourne,Fear
988,i feel a little less gloomy a little more optimistic or a little better prepared to face what life throws my way,Sadness
989,i wont lie im a little worried and nervous and i feel inadequate for the job but ill just do my best thats all my heavenly father wants of me,Sadness
990,i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,Joy
991,ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow,Joy
992,when my mother kept me in leadingstrings,Anger
993,i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,Fear
994,i had written a prayer in my journal that morning after meditating on the greatness of our lord in psalm and had written in closing may we feel your tender care today,Love
995,i should have been depressed but i was actually feeling inspired,Joy
996,i feel like not enough people my age actually think that most are pretty devastated that their s have come and gone,Sadness
997,i get home i laze around in my pajamas feeling grouchy,Anger
998,i am feeling pretty homesick this weekend,Sadness
999,i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,Joy
1000,i need to do the best i possibly can do and even when i get out at i feel too listless to study like right now,Sadness
1001,i drove us to the car parts place and terry feels like im safe to drive again so yippee,Joy
1002,i am thankful for feeling useful,Joy
1003,i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,Sadness
1004,i have no idea how i feel beyond wanting to be with my beloved,Love
1005,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me,Joy
1006,i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,Joy
1007,i feel the character im doing is a little more beaten down and the comedy is a little bit smaller,Sadness
1008,i feel everything around me is fucked everyone around me is falling to pieces,Anger
1009,i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of,Sadness
1010,i feel extremely insulted,Anger
1011,i blanked a little on a lesson and she seamlessly jumped in to support me without making me feel stupid or inferring it to the kids,Sadness
1012,i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,Joy
1013,i feel like im the one to be blamed for all things,Sadness
1014,i cant help feeling mad at this man,Anger
1015,i guess it all just depends on my mood whether im feeling sociable or not,Joy
1016,i think of how much time we spent just doing fun childhood stuff together as a family i feel amazed,Surprise
1017,i continued to feel very submissive and continued to be aroused as well,Sadness
1018,i told im i didnt want him to feel uncomfortable,Fear
1019,i feel constantly at battle like i need to continuously improve myself but then feel like nothing i do will ever be enough and that makes me feel chronically exhausted,Sadness
1020,i feel like im a shy enormous pink flamingo man,Fear
1021,i feel like as much as it was an unfortunate situation that i wasnt with my father i was in a great place,Sadness
1022,i just want to show them that i can take care of myself and i feel wronged by staying with them,Anger
1023,i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,Anger
1024,im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,Joy
1025,ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,Anger
1026,i feel so honored to be nominated for this award,Joy
1027,im feeling quite joyful today,Joy
1028,when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,Joy
1029,i feel like ive isolated myself from regular relationships,Sadness
1030,i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,Fear
1031,i feel assured the world around me seems brighter,Joy
1032,i cant hide my feeling when i feel so glad,Joy
1033,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,Anger
1034,i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,Joy
1035,i feel confused too,Fear
1036,i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,Joy
1037,i feel for this little pound lovely is truly a gift,Love
1038,i posted on here and i m feeling very neglectful,Sadness
1039,i woke up monday feeling like crap and blamed it on the weather,Sadness
1040,i zoom into those difficulties into feeling like having to give up everything and feeling more then helpless alone in a desert cast out by the ways voices and actions of others that is another story when i zoom into it i also temporarily loose the view of the full picture,Sadness
1041,i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,Sadness
1042,i have these random moments where i feel suddenly very creative and would love to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen,Joy
1043,i feel nostalgic to travel away from my country my family and my friends not because i dont like them,Love
1044,i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,Fear
1045,i smoothly hand her a twenty feeling smug that they are both interested,Joy
1046,i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,Anger
1047,ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,Sadness
1048,i feel like its the perfect time to enlist some extra help,Joy
1049,i somehow feel more vulnerable without it,Fear
1050,i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place,Joy
1051,i was feeling a bit casual and put on a plain tank top with loose bottoms i got from zara,Joy
1052,i think we i can get caught up in the nature of being busy of feeling the need to fill each moment with industry of some sort of occupying blank spaces with effort and chores,Sadness
1053,i am feeling very fearful that things arent going to go the way i want them to with my ex,Fear
1054,i honestly feel kind of embarrassed and a bit guilty,Sadness
1055,i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste,Joy
1056,i feel a bit rotten putting a post about teaching into the stones tag list for this blog its not really a grumble or groan subject for me to be honest,Sadness
1057,ive learned in this short journey thus far is i know when my body has had enough of sugar and fast food and junk even though those days are far and few between i start to feel lethargic,Sadness
1058,i felt better on thursday and today friday felt good enough to come into work though i still feel kind of shitty and foggy,Sadness
1059,i just feel disappointed for losing he said,Sadness
1060,i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,Love
1061,i feel like a failure of a parent which add that to the emotional rollercoaster of having to have an unplanned c section and well some days i feel like i have just failed from the beginning,Sadness
1062,i feel rather intimidated by my re his impressive background and the clinic in general,Fear
1063,i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,Fear
1064,i need to feel assured i need to feel secure,Joy
1065,i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,Love
1066,i feel like the people that disliked it the most,Sadness
1067,i can never seem to get on the good foot and i feel so crappy,Sadness
1068,i want something that gives me a major orgasm that will make me feel so horny ill screw anything that moves,Love
1069,i drove home i was aware of feeling not like myself and then she called to ask if i was ok,Joy
1070,i feel guilty for complaining about my life knowing that there are people out there who have it much worse than i do,Sadness
1071,id feel completely lost without him,Sadness
1072,im feeling discouraged i can look at that and remember i can achieve the goals i set for myself and i can always surprise myself with successes,Sadness
1073,i tried to explain what my lyme and coinfections feel like i guess i could say it is a horrible painful nightmare that just won t end,Sadness
1074,i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,Love
1075,i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics,Joy
1076,i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,Joy
1077,i feel incredibly idiotic but i was also embarrassed because it hadnt been their fault at all and i had yelled at one of the workers on the phone out of frustration about needing to call them a million times sending so many emails and still the problem was not solved,Sadness
1078,i feel so uncomfortable about the word hero,Fear
1079,i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful,Joy
1080,i feel energized and eager to write tomorrow,Joy
1081,i feel respected so his notions of feeling good or thinking good about someone become my notions of ensuring respect,Joy
1082,i feel so ecstatic that i survived my comprehensive exams because i was never sure if i would survive not just pass but survive,Joy
1083,i feel honoured to wear this one,Joy
1084,i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,Anger
1085,i woke up on the sofa feeling extremely agitated around pm,Fear
1086,i honestly don t think it s possible for me to feel romantic love at this point,Love
1087,i like build quality and how the button layout changes according to the phone s function i also like that the haptic feedback really feels like the phone has buttons herrman is still convinced there aren t haptics,Joy
1088,i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,Anger
1089,i feel the time at hand my beloved signals his agreement,Love
1090,i don t even feel particularly loyal to shell,Love
1091,i feel its casual and straight up,Joy
1092,i feel ashamed that i so readily turn it aside,Sadness
